dec_Chicken_Breast,dec_Tofu,dec_Eggs,dec_Sweet_Potato,dec_White_Rice,dec_Oats,dec_Almonds,dec_Olive_Oil,dec_Avocado,dec_Spinach,dec_Berries,dec_Broccoli,obj_Nutrient_Density,obj_Cost,obj_Prep_Time
,>0.05,,<0.35,,>0.05 | <0.3,<0.25,<0.1,>0.05 | <0.25,,>0.05,,,,
,,,,,,,,,,,,1,-1,-1
Proteins,Proteins,Proteins,Carbohydrates,Carbohydrates,Carbohydrates,Fats,Fats,Fats,Vegetables_Fruits,Vegetables_Fruits,Vegetables_Fruits,,,
,,,,,,,,,,,,"score [0,1]",USD per 100kcal,minutes per 100kcal
0.09676213831216429,0.05425543376416967,0.00932487835957191,0.00957688555422881,0.00030598477115191254,0.053546923063869295,0.012043313760994228,0.00028192974425168127,0.07753562665090108,0.26844470736926995,0.2114368595011559,0.20648531914827142,0.8393393331871655,0.3945922539751667,10.170201685927266
0.020803853500902022,0.0642879100564164,0.010164264589969958,0.0010556836975735414,0.0008103326560543453,0.05836699129069589,0.08061157468592699,0.0001440455659414794,0.07071297384923511,0.292608967995544,0.230469514043153,0.16996388806858723,0.8338446676664282,0.4166178463526241,8.501864538673962
0.023757624336342518,0.06678457001019136,0.011534640610907563,0.001227900253266323,0.0009803863859524893,0.06591625198272089,0.12331545573609672,0.009172807335454102,0.09522800872630667,0.33003956353999997,0.2613646737085944,0.01067811737416707,0.8211848582708814,0.46523312119842175,6.014248658556802
0.022701313339327813,0.07018525179774476,0.011021787660990524,0.28656476490833466,0.003086379773032978,0.06289897751044796,0.031872509417553034,0.0001285222823232216,0.09099398299135408,0.32595051039193257,0.07987444550878559,0.014721554418172798,0.8204428270707858,0.333949106564494,11.376870953972972
0.18563134203188741,0.060575881778946745,0.006648770100347642,0.25012556057094876,6.285733895885961e-05,0.05769519635615903,0.015189305551100167,0.0005450947342021002,0.08043814838313114,0.006183903007165905,0.05596227904087258,0.28094166110627955,0.8189850646982504,0.25193670413454694,14.343562560268293
0.04159732205381643,0.06590607018236096,0.007315668986981736,0.27616099980389164,0.0008713577841538974,0.06276995882111444,0.05312220437818103,0.00015369661179709352,0.08746434787662931,0.038073839688796685,0.06032109184906676,0.3062434419632099,0.8158014759304411,0.24594450820909758,13.680437305780188
0.12261714895656277,0.06930414361909995,0.008189305525389124,0.01223456064973057,0.0003866711458356014,0.10930152781819616,0.017108854858265504,0.0041391784149172614,0.09851344380529053,0.029955515809124773,0.2698118071885749,0.2584378422090128,0.8071945282362603,0.35347404056285564,9.26109100342338
0.2839685992061413,0.11305411378722988,0.014519535268346508,0.001564352427737269,0.0012490182479445273,0.08397770791415074,0.019144454558799942,0.0010271240240613548,0.12132106516250803,0.01675646911973177,0.3329801917974835,0.010437368485865106,0.8000134031302406,0.4154572041581757,6.613089684773018
0.25660342166542216,0.0811695227082551,0.009201596933248218,0.33996589149835177,0.008981668222789663,0.07730950690702292,0.02035312810388424,0.0006973484493797154,0.10778425208271199,0.0020103884899521766,0.08225911778979716,0.013664157149184905,0.7944213391094113,0.2781556119499945,12.255283508931415
0.03576463973861943,0.1146956544832995,0.012679503165519027,0.002201363491250722,0.0014370570964301209,0.10340960580045953,0.1460968995061225,0.0019165643065709654,0.1500213605943769,0.012291420869027235,0.41087047779627256,0.008615453152051323,0.7850778568355807,0.4462533119847223,3.1302957586474687
0.4047802201149558,0.12811974512997387,0.014515100413998946,0.020299769996592543,0.01326743016751876,0.11517781464868439,0.03210613334946155,0.001100035443817237,0.1699607392167976,0.003171296353719168,0.07594712909296573,0.021554586071514274,0.7801034411412111,0.34344518298314475,8.857488977393563
0.00017054909911908505,0.12819715025160716,0.013159316148291259,0.057783722658687524,0.002421100863976922,0.1458726304423024,0.20931958775956125,0.0006809222785870115,0.10311343585051769,0.050829616728378796,0.26725858305397665,0.02119338486499437,0.7714466269526153,0.3952347470151797,4.255376969259225
0.010058689905024508,0.4571071072719874,0.00646018628097912,0.00857740478560157,0.015494508967742494,0.05004596744205009,0.002154936964750984,0.06895381853318883,0.07441659693151331,0.249653125970018,0.05150871652213483,0.005568940425008916,0.7534033773396589,0.27288188090325155,5.249676468751653
0.00022292601380055475,0.4768675487944058,0.006319128789942557,0.008869644075067054,0.00628512029921237,0.051732562849485436,0.07969022873654603,0.07135941162331895,0.09166391508186264,0.0002792955578582249,0.20085308970355129,0.005857128474949367,0.7347063844459922,0.28636854415528923,2.3793904607278886
0.0005280203974598235,0.461768501546115,0.006090771871579584,0.21685772403103373,0.07124344030797915,0.1016602371130705,0.0023972485152323757,3.7147221500965575e-05,0.07337556822685724,0.0004242574506980017,0.0520458523778201,0.013571230940653517,0.726326101892336,0.16392907884908745,7.537660275591194
0.01938929767733517,0.5169498880405655,0.010834964386699342,0.06007302459630063,0.0019429594565464317,0.06069898892896365,0.07898318191809653,0.08408743087152624,0.08103178359376889,0.0002364986187240254,0.06103493875662854,0.024737043154845022,0.7231452432671942,0.22390702203436902,3.8841076102768284
0.00098607949993682,0.5182085464262253,0.006834385934536675,0.007334935554564091,0.11406100486733514,0.1140717973479191,0.0552546485417814,4.1682475306282734e-05,0.0823338916645742,0.00047605446646302343,0.08480676439530072,0.015590208826057066,0.7054454084960982,0.20401864283697907,4.315828879113479
0.011796265843825536,0.504457038620658,0.007576143164826854,0.01005909795971695,0.1890125389798823,0.05868774561139624,0.013167248644888486,0.001293589922733004,0.08724501113514231,0.00017532959559569958,0.0507675816312194,0.06576240889011518,0.7040417657034239,0.17448790528825658,6.309931313937975
0.011223413805076231,0.5100368205597233,0.007208229359281404,0.009570606529420895,0.1798336835914644,0.05583774246903012,0.0024044631564965556,0.07693817446857928,0.08300820576290394,0.00030069016010711913,0.05747305519454501,0.006164914943371868,0.679542914589131,0.18158324705146767,4.95553169385687
0.0077355023270179145,0.5132010886819839,0.006130481724142092,0.008497751856057344,0.15967452154920678,0.0940138503840472,0.0102847021559598,0.06831348806182654,0.0737030753924839,0.00026698311734931005,0.05103038767202176,0.007148167077903456,0.6771379035762877,0.17777855275973545,4.7388711908986085
