dec_Chicken_Breast,dec_Tofu,dec_Eggs,dec_Sweet_Potato,dec_White_Rice,dec_Oats,dec_Almonds,dec_Olive_Oil,dec_Avocado,dec_Spinach,dec_Berries,dec_Broccoli,obj_Nutrient_Density,obj_Cost,obj_Prep_Time
>0.25,,,<0.35,<0.3,<0.3,<0.25,<0.1,<0.25,,,,>0.7,,
,,,,,,,,,,,,1,-1,-1
Proteins,Proteins,Proteins,Carbohydrates,Carbohydrates,Carbohydrates,Fats,Fats,Fats,Vegetables_Fruits,Vegetables_Fruits,Vegetables_Fruits,,,
,,,,,,,,,,,,"score [0,1]",USD per 100kcal,minutes per 100kcal
0.26335609444668273,0.00218984653570435,0.00040036201798937396,0.013517595369009172,0.0017856323449655692,0.0005647921943638086,0.006248936851057457,1.901210750738385e-05,0.002515548173142807,0.40136075705563046,0.0008210707407024016,0.3072203521632445,0.8773660983516086,0.3685541701827429,15.230611807501266
0.2660561698383156,0.006651949461908961,0.0003956071066223688,0.0018266017072739336,0.0014027020868798746,0.001054593188099192,0.08660039926996664,1.9331432902912775e-05,0.010887850935229032,0.4378566158756853,0.17616622805677534,0.0110819510403408,0.8654419212332903,0.48682300324766103,9.933840504721339
0.2978883998291279,0.013465649489185256,0.005874386984088357,0.002045145053526303,0.0015705280593626306,0.001180769750479678,0.0969616843645127,0.009424718048500716,0.012258139603171436,0.4170695065404019,0.007936571305143556,0.13432450097249954,0.8628299198317335,0.4211102794679107,12.397709431244593
0.3105033034443165,0.13087176451713933,0.00046169691741011916,0.0021317523458683776,0.0016370363896808743,0.0012307726932010985,0.009558434375717477,2.294182660591282e-05,0.01271415133963446,0.5110045963112636,0.006930256810381614,0.012933293028780764,0.8565923431878669,0.4109357167360077,11.44228697463921
0.2645862314481256,0.003139943686154871,0.0334147073238727,0.3207419856844924,0.00010590935771536867,0.0006545134767155303,0.006033682400842401,2.571108707901315e-05,0.002847272606574237,0.051402129842980475,0.0005454779400117412,0.31650243514543575,0.8489575788507969,0.23736480061708576,17.852501925115668
0.2588170599717223,0.003071478772268266,0.054490619964894904,0.3137483658541321,0.00010360005672766596,0.000640242135156591,0.005902120950293373,2.5150469584324487e-05,0.0027851892403405218,0.05028133190994578,0.0005335840642219878,0.3096012566107121,0.8474539930639988,0.23545985449421625,17.79030453618619
0.25741752481606117,0.0880931927773065,0.00445252514081113,0.020739495025363427,0.0011227840445363613,0.00892042338913065,0.1034361400241897,0.006399668948497057,0.007142608844860992,0.3627535310688319,0.1391954417565866,0.000326664163824636,0.8448368638242651,0.4433600711070409,9.239865279178897
0.25034768250654477,0.07939688656011573,0.04407309702700418,0.30861340076355587,0.007771267504796148,0.0007119344748111847,0.004843558811264227,3.142346411401406e-05,0.008517760324824951,0.04118170951288757,0.0004378862707019636,0.25407339277937935,0.8336217932217906,0.2257004249767621,16.4695795895987
0.3548888485114497,0.06684811598732628,0.09044882898580087,0.1755629601602523,0.005809492309989554,0.026804601267296727,0.004252193733869604,0.000898615204789781,0.000986606630809643,0.270787075303594,0.0005584471365349953,0.002154214768286497,0.8329350027503498,0.32704549868244553,13.842791901799142
0.25596151804657646,0.09389077114660233,0.046655796328856886,0.0014577193999924024,0.007767943013276842,0.06662568202446473,0.003703698110161052,1.4755308957230681e-05,0.12367998174884894,0.13054138544778995,0.000345717282279557,0.2693550321421936,0.8179262471651922,0.30137710793473116,12.531171849274486
0.42795852558062375,0.17033952770119676,0.00025565194434349584,0.002905360491211111,0.0022311132240439686,0.0016774173432567909,0.013027168773552445,0.031762619716948354,0.15232074069709337,0.04595615619495138,0.01038061322565774,0.14118510510712093,0.810680879552369,0.32893690498324146,10.716752138202498
0.29590451459699585,0.11791380569613462,0.006613345710195715,0.0111836127972522,0.0011562858317188543,0.0015526123870179026,0.1772650929777094,0.07336954618023589,0.10881734239513746,0.05361339836426396,0.057484942612246966,0.09512550045109133,0.7964347183623687,0.37973046614213546,8.00966782315896
0.3128024200510113,0.005351777510020535,0.0004679000021861581,0.0011781647417378103,0.008216086490517296,0.21799398918671414,0.10197657715914189,2.286404199045047e-05,0.01287748726227805,0.03334541367438985,0.29266026282971536,0.013107057050297105,0.7774253752923379,0.41590539829002976,7.232771986488974
0.2932613186919827,0.09819439465199215,0.005097247320841691,0.022779862807725888,0.006292673193366753,0.17308138121845607,0.11807064631964546,0.007326336038623193,0.008176853054591707,0.04361593712966265,0.22372938469223824,0.0003739648808735942,0.7755341953345911,0.3841428652998405,7.090021411365326
0.311252882997178,0.164324556003395,0.046437239681096726,0.06757305453031603,0.007894787960140153,0.20004717925336385,0.010809126002136623,1.814796326970638e-05,0.004699314893686255,0.04816799015568391,0.053946580027078105,0.08482914053265558,0.7650549327358758,0.26659086076131344,10.560709555712688
0.433253675365734,0.08767287286754613,0.09849900958506991,0.008327387227488846,0.0008609775786182171,0.17078164656219294,0.020360537128358735,0.05470611432855246,0.08083153553226215,0.03992086786754077,0.00018002743919841034,0.004605348517437463,0.7562758164874266,0.30842797391940735,9.999018707271588
0.2689099257853938,0.10640577136355898,0.004243494278379108,0.00916235580984736,0.0010437244389800357,0.20703091772991739,0.15769246070852538,0.045226328742452825,0.09822774645996644,0.048394274663360576,0.051888934234001205,0.0017740657856170992,0.7450560971575404,0.35125063202573936,6.5588441346355175
0.2622838909217545,0.10380447672031777,0.004139742646280398,0.00984810098458264,0.0010182058199124375,0.2019690997562692,0.15383694704575673,0.064607986084201,0.09559266345065177,0.047211055209963604,0.050620271838939225,0.005067559521370642,0.7405404519615626,0.349393189776669,6.481946449709654
0.29611991079954897,0.0962915885400363,0.004854878270727902,0.01427516690252653,0.2884388205680692,0.07438552641139312,0.16166758117592694,0.0025298369306922556,0.008773272004019748,0.04570594760897845,0.000519146065966738,0.00643832472211391,0.7207621890072222,0.28846753898307764,10.395814265656773
0.25787329765232175,0.24110458026447376,0.031058590990516412,0.01834294992632937,0.29188960790128815,0.08031660278001922,0.01636770911213205,0.0022484985061695033,0.00015729825989751749,0.031058652447660744,0.0046730746243059005,0.02490913753488561,0.704953987431571,0.20792056046941546,10.843678245215472
