dec_Equity_Developed_Markets,dec_Equity_Emerging_Markets,dec_Bond_US,dec_Bond_EU,dec_RealEstate_US,dec_RealEstate_EU,dec_Cash,dec_Private_Debt,dec_Infrastructure,dec_Private_Equity,obj_Risk,obj_Return,obj_Liquidity
>0.2,>0.2,,,,,,,,>0.2,<0.08,,
,,,,,,,,,,-1,1,1
Equities,Equities,Fixed_Income,Fixed_Income,Real_Assets,Real_Assets,Cash,Fixed_Income,Real_Assets,Private_Equity,,,
,,,,,,,,,,annualised variance,fraction p.a.,"score [0,1]"
0.2028266911329894,0.20510611050058955,4.575586361735974e-05,0.15156323571266145,4.887959875167268e-05,0.06068879848729717,0.16650857335812558,0.004625105570953957,0.001393462495956236,0.2071933872790577,0.014708494953095827,0.0727406048195153,0.6830484257983257
0.2135515829653462,0.21303181798814108,4.965962770287092e-05,0.157491595176505,0.002963671490182474,0.01452642847995339,0.17302151610467756,0.005411248850331769,0.0014625729882039417,0.2184899063289556,0.015404423866344585,0.0735116532372964,0.69688914366887
0.2208861762036834,0.23326897944311872,5.863943837420195e-05,0.1419232909215125,0.002796427527295388,0.014813529077492837,0.1451933276492617,0.0004245256089898665,0.014518535014973716,0.22611656911529754,0.017264460428838613,0.07671211219995619,0.6794012446467435
0.2954426487327526,0.20811434506709725,0.018069469238780007,0.14185260027970345,0.0005167686304663315,0.06091269791560172,0.05333820994779375,0.005413494357898191,0.0011013292191803805,0.21523843661072625,0.018804614711519615,0.0796138078138081,0.6651050646320524
0.22469801222862806,0.24543353167128076,0.19146589414306683,0.0004449825732343584,0.0005986766323771226,0.0695385814148478,0.0027476547112065325,0.005920657370274592,0.014782180104264797,0.24436982915081923,0.0200696094806989,0.08421517189575123,0.6258307975226348
0.22978777278394616,0.29362695772027836,0.005300073036365354,0.014490844306547358,0.0031889975318179693,0.015630863515797223,0.19311175965948135,0.005822662628069602,0.0015881068630891665,0.23745196195460752,0.021668750885011214,0.08227157076269803,0.6708532256585915
0.2866660568155038,0.2720832063518832,0.02461807593229998,0.09626864979336748,2.4820050701524674e-05,0.015803691021449934,0.02206803818797943,0.04279489947127576,0.002380857649816776,0.2372917047257221,0.02296450177706471,0.08601063228233938,0.6368629256397582
0.3041501690945532,0.2737590629169107,0.023016141787300413,0.005210632900632654,0.00023349821634772292,0.11396840309770762,0.02279914575192403,0.04068558080184551,0.002256319929281173,0.2139210455034968,0.0243814747419983,0.08822378528395197,0.6025526985771701
0.3567846750614514,0.20947808150972697,0.027534877866310894,0.006109952883622846,0.00011811476477396136,0.13363139414933797,0.003898990450494948,0.009704090673055188,0.0017580313183854534,0.2509817913228403,0.02566257970024841,0.08953430578621574,0.5890379987283272
0.34668540671966125,0.24398881684675444,0.022128262833474174,0.004159774047730749,0.003930476789294466,0.07107045616120232,0.0030415760710255364,0.026015144999410544,0.01585411716721821,0.2631259683642282,0.02726456261047783,0.09185820314433377,0.5873432210887338
0.31150839065081853,0.2091110085777221,0.05849730599513077,0.0018088504309419968,0.0013577343099422864,0.042748434261615974,0.0018022333401617372,0.004471549632314319,0.0017027225501097414,0.3669917702512426,0.030191522159517946,0.09504688719123261,0.5501648157103005
0.2792578827899445,0.30347985487032364,0.010814502591770752,0.0016886193119631573,0.0007299406990695943,0.08598482225293917,0.0033974895252191525,0.007642662118727407,0.0015559005843468051,0.30544832525569576,0.031101203302012173,0.09560874595706599,0.557746280407292
0.31206172323305537,0.22117483072774577,5.4755539887392015e-05,0.0006390006734377364,0.0025447267432352504,0.055678853937653525,0.0018601698139735707,0.025807447888385585,0.008653542875115794,0.3715249485675099,0.032201218176341195,0.09739356659937858,0.5167875666560381
0.3122047167461429,0.22127617787703613,5.4780630074449836e-05,0.0006392934775349948,0.002087670901227423,0.05570436720742191,0.0018610221845042582,0.025819273425972032,0.008657508117900286,0.37169518943218544,0.032216715207288506,0.09740611893128093,0.516841081275736
0.20929882821693102,0.2371850290916188,0.028270104275681225,0.0031113739193235636,0.00045550785410535796,0.05315835937171234,0.0022749986783993795,0.019458471236615114,0.011858357233343554,0.43492897012226966,0.03329360115720543,0.09898560394500971,0.46927220809492864
0.213192431500296,0.2415974016591277,0.010598829388472066,0.0031692550637678995,5.8085568580579785e-05,0.05414726869505298,0.002317320665575943,0.019820458774441278,0.012078959226447911,0.44301998945823756,0.034569242370833204,0.10016172702324884,0.46055243239209653
0.300128784553441,0.20112851149092928,0.0003657006023706466,0.0018956464828799341,0.0015286092031601634,0.04442242083918161,0.005573541618563111,0.001767550493741459,0.001621672018953002,0.4415675626967799,0.035609434983626204,0.10027484091803132,0.4898410591392173
0.21335161424858082,0.2365887155604925,0.035137543097468076,0.002915631963380099,0.0002697305121149713,0.015099382917058878,0.002756526772538952,0.006320256595324505,0.0012249605167709526,0.48633563781627026,0.03679079696370143,0.10183491931959983,0.46444780809150155
0.20745339360050036,0.2913637018326632,0.00021647123484857723,0.0028350277424597213,0.0005550854283275701,0.01468195231824042,0.0026803211005826453,0.006145529686962443,0.0011910958214484057,0.47287742123396675,0.03934318026366395,0.10398187243597169,0.465458216824413
0.2041739258042556,0.227509380456586,0.00021690638483850744,0.004361035475355848,0.00019893813776137965,0.014711465945803488,0.0026867758778274372,0.006157883416931546,0.007521045673857417,0.5324626428267828,0.04017715640341377,0.1049432822057002,0.4234088164998717
