dec_Equity_Developed_Markets,dec_Equity_Emerging_Markets,dec_Bond_US,dec_Bond_EU,dec_RealEstate_US,dec_RealEstate_EU,dec_Cash,dec_Private_Debt,dec_Infrastructure,dec_Private_Equity,obj_Risk,obj_Return,obj_Liquidity
,,>0.2,>0.2,,,>0.2,>0.2,,,,,
,,,,,,,,,,-1,1,1
Equities,Equities,Fixed_Income,Fixed_Income,Real_Assets,Real_Assets,Cash,Fixed_Income,Real_Assets,Private_Equity,,,
0.0014760171483724001,0.0005824058799020413,0.2066874696783549,0.20271958470514537,0.0014081073203299314,0.015234747911150757,0.37101991282828717,0.20036577808793646,8.065281044909335e-05,0.0004253236300719114,0.0009372530909735011,0.03299005487750519,0.817653688789852
0.01511390103133297,0.0005830278205701722,0.2069081874757227,0.20293606527016977,0.00153219437851885,0.0038804496232351733,0.3679592244130121,0.20057974506559734,8.142709638434186e-05,0.00042577782545658586,0.0009454835899879476,0.0333734460698564,0.8234121362475896
0.0020178693180975026,0.0005828683475513487,0.20504239949521783,0.2028805570665901,0.0015058330169412369,0.027679152600275207,0.3539385615557404,0.20057904192662615,0.0010901331094392381,0.004683583563521033,0.0009721658924505637,0.03398622484839836,0.8047792169116523
0.0013151113986692138,0.0222516967241244,0.2205107492588907,0.2286063968709959,0.001596783641630525,0.017379383452324357,0.29347388511311895,0.21443348634753373,8.008618002376299e-05,0.0003524210126885931,0.0011364854778129307,0.03570133602943435,0.7976840341103577
0.002279748769907285,0.008164472760674701,0.23413279668695683,0.2319745399028687,0.016364692236120568,0.01548854117398192,0.234951399871601,0.22918906668011912,0.023082586402661052,0.004372155515108937,0.0013142262955150943,0.03765849119448113,0.7612612195617682
0.01718673272197731,0.05974806387802813,0.2175941754477695,0.21331271037042565,0.0010888764379469475,0.01621653995273819,0.2598566945112652,0.21047506932150473,0.0021430020724273664,0.0023781352859169563,0.001362995477289161,0.039608597082209686,0.7888591322801171
0.018578974395518043,0.06249842282798444,0.21716744132876323,0.24281064949222478,0.0018408196579091497,0.01434251461459406,0.2175157268024965,0.220186848912284,0.0006433273278681519,0.004415274640357622,0.0015165794885958301,0.04053308651176216,0.778363896632738
0.017102952517346035,0.06639066441108836,0.22992049797158973,0.2371259211591963,0.0024435690025391785,0.006457914675384161,0.21979679855359177,0.2066659281964751,0.0019900414887118693,0.012105712024077482,0.001540061275548682,0.04092907282114233,0.7837658140147347
0.015999468930006075,0.062105665107123675,0.2150860127768632,0.22182654160080376,0.002296209027641312,0.016862576891014357,0.2051557381359753,0.22000893912573577,0.029388181950808216,0.011270666454028192,0.0016184038409015025,0.042449991079022524,0.7514072879758041
0.015493383100916603,0.06014117508846154,0.2082883767399977,0.21367965714140383,0.002983196559868645,0.015838313734421204,0.20230897258251862,0.24913058797551177,0.02846865529094663,0.003667681785953575,0.0016397625428996403,0.04247173776947234,0.7405043448449316
0.004185749829680373,0.09067916358924659,0.20581918663055984,0.21331037374126818,0.0003656004627174269,0.015489615742204376,0.22058673037682838,0.2477614255908539,0.001335651457774035,0.000466502578866855,0.0017059634472436514,0.042321072252318875,0.7601474380760939
0.018164718922624012,0.04464779861636332,0.2100567813496792,0.21788917925033807,0.0017997748939913016,0.01652661334919448,0.21266577769603806,0.2153995488715388,0.021171280302971093,0.04167852674726182,0.0017434226627088157,0.04349545656456702,0.7387388393379167
0.00274004040188627,0.03994790848800585,0.2127209731444913,0.22048840772546327,0.0018742912582753435,0.030212614707372753,0.21518574277157423,0.21323354531985853,0.00037526931050620464,0.06322120687256623,0.0018519899546706276,0.04382593685573328,0.7298473352011913
0.0020972337768960293,0.007510831136419879,0.21538829890935143,0.21340283056014003,0.01505454713218073,0.014263023216054807,0.21591368298707897,0.21084089822627394,0.02175476064188408,0.08377389341371996,0.0018958619362019348,0.04424655074173671,0.7081979741548269
0.0025807112744821547,0.016596464210041493,0.2076630852711956,0.21202715610326664,0.015040001021999285,0.014249241897666442,0.21570506135304138,0.21064295855854376,0.021733740604383822,0.08376157970537945,0.0019644286257753454,0.044868174942962025,0.7065851369203623
0.004207053179839068,0.06003686673003309,0.20686670222049736,0.2144359880616791,0.0006907584236442409,0.0030320024726504264,0.21536973484355068,0.21187030977301713,0.0013424492483379074,0.08214813504675095,0.0022287558567776573,0.046143119380909745,0.7271485121014644
0.002534774377736939,0.015851324272483768,0.20421224939220783,0.20894896943950747,0.021550178994169708,0.02848992529918645,0.20403330570423564,0.20652821610223296,0.0012475272346884414,0.10660352918355073,0.002332890669085758,0.04672908487839833,0.691781050276796
0.002492529585103898,0.015587144583462286,0.2002173287575206,0.20574374538627993,0.02119102164635621,0.028015109474564814,0.20063286708318384,0.20308624092630348,0.017589002086126918,0.10544501047109804,0.0023474417260896745,0.047156058249846124,0.6840916561358433
0.01681212655924509,0.05833924432750298,0.2009445721442997,0.20828293873868112,0.0010632014567958014,0.015834164741820412,0.2032728901790805,0.20144736346533906,0.0020924715109247394,0.09191102687631049,0.00250287239823434,0.0477715978799163,0.7166258935772455
0.016832262323485732,0.05893093084230431,0.20100139990701535,0.20873187131838705,0.0007450281749172544,0.015853129208157565,0.20351634867189736,0.20168863553781263,0.0006792859574315036,0.09202110805859132,0.002507405865528867,0.04775808766430604,0.7173987264423585
