dec_Equity_Developed_Markets,dec_Equity_Emerging_Markets,dec_Bond_US,dec_Bond_EU,dec_RealEstate_US,dec_RealEstate_EU,dec_Cash,dec_Private_Debt,dec_Infrastructure,dec_Private_Equity,obj_Risk,obj_Return,obj_Liquidity,obj_ESG,obj_Diversity,obj_Geopolitical
,,>0.2,>0.2,,,>0.2,>0.2,,,,,,,,
,,,,,,,,,,-1,1,1,1,1,-1
Equities,Equities,Fixed_Income,Fixed_Income,Real_Assets,Real_Assets,Cash,Fixed_Income,Real_Assets,Private_Equity,,,,,,
,,,,,,,,,,annualised variance,fraction p.a.,"score [0,1]","score [0,1]","score [0,1]","score [0,1]"
0.005931535618188354,0.00030951731501071585,0.20140104763886707,0.22373896517865272,0.0010628110658445452,0.02193084583574935,0.3324187190635048,0.2123102768283041,0.0006747965309001649,0.00022148492497823632,0.0010386128972348291,0.03399903784166563,0.8026701541664077,0.6992529279561522,0.8369808446132208,0.23452976358767808
0.003518593199487707,0.0005069251806850276,0.22467577430173602,0.2258195461539221,0.0004954610477953904,0.0015796930750361228,0.3163066932215592,0.2007211533505942,0.02585128188868953,0.0005248785804948342,0.0010599116709081643,0.03421276281361866,0.8040159294425719,0.7059102073910202,0.8416705342018728,0.23486541683317996
0.0005518860065245408,0.00021833934142744964,0.20182607189325721,0.25050130938303455,0.0010575561212885004,0.0003700535958285201,0.3302829950179483,0.21152842481095285,0.0016540611955871121,0.0020093026341508223,0.0010668913106322187,0.03314292819854982,0.8127549078858696,0.7024142502209744,0.8251953539668155,0.23365403384771868
0.0035279195871768657,0.0005082688372251339,0.2513635922998351,0.22641810373526683,0.0004967743174900198,5.210628912885614e-06,0.3157857046200292,0.2012855676741782,8.258847554613021e-05,0.000526269824339716,0.0010853222542358445,0.03328810733959191,0.8225732177736803,0.7020657420563469,0.8281127340269798,0.23106841676262396
0.00026206134904888,0.0007446583108979346,0.2441598007048276,0.20110259662864458,0.0010828616621442087,0.0017382887018545974,0.28678058368787884,0.22604593772433737,0.037391216291007626,0.00069199493935832,0.0011811062300799504,0.035847478788171516,0.7787914108650583,0.6983203593585764,0.8502227431834467,0.24439595704481654
0.00047043225328935966,0.04042495290978227,0.2038854000843505,0.22800213787493193,0.0010110207581145551,0.0016515353658301893,0.2921792157214436,0.2073520825707928,0.009357272186341858,0.0156659502751229,0.0012184481101304248,0.03790566825081989,0.7889083571259344,0.6838382561792243,0.8623456223486325,0.2594349286483346
0.00599699056423581,0.00015006658728779345,0.26882631467336543,0.22620794165239683,0.0010745392666767508,0.022172854385196866,0.2589910070458604,0.2156741138351634,0.000682242961869515,0.00022392902794717427,0.0012273204628915012,0.035159369932236076,0.7965584974562935,0.6913716073497199,0.8471571360462344,0.24280235435498881
0.0037197644401908694,0.0027734846241047393,0.23588663012377178,0.23889165012068087,0.0005237884241228383,0.0016700100846527728,0.24377839685518468,0.23795176029449372,0.027326168766958647,0.007478346265839029,0.0013211211739360715,0.03690302564010364,0.7680600058515803,0.6887147282912425,0.8560134365734867,0.25579644199997975
0.006598955373288194,0.004782093865558332,0.20579450752314243,0.23003004154378462,0.002437353356704421,0.003330158637693814,0.2268498601029388,0.2700573244120174,0.03289997642952106,0.01721972875535086,0.001477085711187767,0.03943991133904283,0.7320119710468536,0.6759980380650383,0.8654229004157836,0.27101128544363495
0.025221631484938407,0.00015744383856639864,0.21427957055279523,0.21592461611573446,0.00041846030828336184,3.729777850601811e-05,0.27060050449059964,0.20886949247881065,0.003906955062877326,0.060584027888888364,0.0014915283347836767,0.04045065520279175,0.7611922298793272,0.6710678735049791,0.8736530079594179,0.2616436767557465
0.005579119773533484,0.03565920697880801,0.2001382668143975,0.21397527466980043,0.03306831919447482,0.07374638034077836,0.2076444990145062,0.2019087044157004,0.0221999141768579,0.006080314621142786,0.0015476476692349536,0.04165708064122168,0.7278883948493916,0.6704506903832443,0.9132348207931436,0.2734345682399121
0.005845559267524885,0.004236127012942535,0.203938320531977,0.20376774278523066,0.02448822842454432,0.07743872530633203,0.20095063946472683,0.2332820484549596,0.029143819171352663,0.016908789580409388,0.0015865932607565403,0.041568849527280155,0.7023814045916927,0.6684666819273547,0.9047804228683942,0.2716792709544154
