dec_Equity_Developed_Markets,dec_Equity_Emerging_Markets,dec_Bond_US,dec_Bond_EU,dec_RealEstate_US,dec_RealEstate_EU,dec_Cash,dec_Private_Debt,dec_Infrastructure,dec_Private_Equity,obj_Risk,obj_Return,obj_Liquidity,obj_ESG,obj_Diversity,obj_Geopolitical
,,,,>0.2,>0.2,,,>0.2,,,,,,,
,,,,,,,,,,-1,1,1,1,1,-1
Equities,Equities,Fixed_Income,Fixed_Income,Real_Assets,Real_Assets,Cash,Fixed_Income,Real_Assets,Private_Equity,,,,,,
0.0009972054750448562,0.0012804294379290023,0.10216730608260229,0.12148027158274188,0.20440004379105045,0.2006586895256077,0.1437655910447184,0.02166123594534065,0.20228959423754267,0.0012996328774220272,0.004522795355846633,0.05165941984069955,0.5612058747347584,0.6948460683247505,0.9229977115425132,0.2691427215037201
0.0022968014039402586,0.0006754312463658433,0.10112709362586332,0.12370003604294601,0.20162587448605224,0.2070163802923134,0.15044228561603187,0.0011862565163260222,0.2112572666355554,0.0006725741346055545,0.004563576973319871,0.051366769110434876,0.5667602856215519,0.7011823223180487,0.9152141466376823,0.2648740180613631
0.017022351837315087,0.0013935814149666262,0.1114790622171709,0.11757369600950185,0.20414495904950175,0.2001034699162746,0.1438139361120776,0.0018264684667445676,0.2019494646915965,0.0006930102848505861,0.004614008848856325,0.05184410178760205,0.5746994801736545,0.6980783965134731,0.9225230315835219,0.2660941889183005
0.0010159420175800409,0.001304487489381217,0.10408693260293983,0.12376277035822587,0.2082405262297498,0.20442887547568167,0.12767776077808485,0.02206822996895077,0.20609042333616598,0.0013240517432398736,0.004692953311638709,0.052254270231445604,0.5529613504135781,0.6928703259498036,0.9215855981565699,0.27232075238630105
0.004483176408568616,0.001337228892324603,0.10669941622523237,0.006425599195145393,0.2135586910828384,0.2092813172628986,0.2352616485875098,0.010319162585396056,0.21127647556962376,0.0013572841904624018,0.004848109836293357,0.052170094080855434,0.5621694472762875,0.6994117685284624,0.8878355057177506,0.25509965684686575
0.0016296803619517846,0.0008911180539598471,0.13831371909536821,0.00800026297099215,0.22550660234804418,0.20067755752577018,0.2041815151907233,0.001195508475680833,0.21868050141044676,0.0009235345670625685,0.004942603540456056,0.052660408652008224,0.560475753296702,0.6988137147208564,0.8890706846183896,0.25666992222439244
0.003585384195549883,0.0008500753143468218,0.019591799706792253,0.03847720797955217,0.21857425021713736,0.20161082858949425,0.2608963641007756,0.02405006836874501,0.23210262366173165,0.00026139786587495726,0.005051379475771601,0.052355811471240896,0.5412627695714021,0.7045753091083317,0.8746482715010019,0.259692473284854
0.018297398664252194,0.0014979666126298879,0.11982931992000709,0.051993369138188195,0.21943270810403212,0.21484706485549604,0.15397085898841711,0.0028605296744604646,0.21714231799021436,0.00012846605230255057,0.005265944409258283,0.05382498958449741,0.5503200198402511,0.6942556354109457,0.908249554972319,0.26738069786479496
0.0036902185910125626,0.000874930985822115,0.02016465169873128,0.007849319453958758,0.2249652248339337,0.20750580334844557,0.26852481090512736,0.02726683973463173,0.23888915947205855,0.0002690409762780902,0.005355760069202847,0.0532436530033278,0.5292653794903243,0.7026187289106409,0.8621469149595233,0.2604785876288589
0.002555615831292023,0.000751542028492573,0.11252257204277168,0.0015524166018608906,0.22396637871792144,0.23034396352431308,0.16739483272541905,0.0250451542789576,0.23511916128508345,0.0007483629638882765,0.005673276793355355,0.0551537389844777,0.5151272734992843,0.6898315827952434,0.8890889051569019,0.27128179786915285
0.00034168531466529907,0.0019301810960738095,0.013950254127310595,0.009145047654908122,0.26040093753933924,0.23143225855285723,0.27857735648177945,0.002042693421989158,0.20185939187065008,0.00032019394042708227,0.005904579582818793,0.05291392860028606,0.5380871342949336,0.6953542845250139,0.8444350498263008,0.2536043206494644
0.10560458614931001,0.00012423231384024998,0.10328765323773353,0.002582595482731308,0.20442950245952507,0.20078349483959806,0.17406831335173042,0.0006507472276481553,0.2073325321601066,0.0011363427777764934,0.005987776205527595,0.05666754722149456,0.5738412372955627,0.6919970921378712,0.9141988246800298,0.2708004772356502
0.023577202194724062,0.024009628019405847,0.004592472592527002,0.1443161887816824,0.22957348412837278,0.2052627060160565,0.11839686174663933,0.0009866528430297157,0.2492107592539364,7.404442362592313e-05,0.0061389350230077345,0.05632246137187373,0.5181484144685846,0.6940666008283329,0.8967309318759953,0.2908548478639213
0.05064872834622231,0.0031875682565624206,0.09957167000173174,0.0021268449769914514,0.2122994095955406,0.2115333412428313,0.17907693586132514,0.000347479069929762,0.21293233130419095,0.02827569134467426,0.006165820333548936,0.05736252742817372,0.5386800435009858,0.6822465391336892,0.9105330543135743,0.27553685014768775
0.004030200007708294,0.0009416267779572742,0.02170179855942082,0.008447671309347421,0.24211427329181281,0.2233239240359451,0.21445393180984978,0.02761372882362548,0.25708329547498426,0.0002895499093487633,0.006189349305284661,0.055711247021294694,0.4945999249461921,0.6957052552469942,0.8645585907750364,0.27211634116392125
0.02689077275980762,0.019744880616561915,0.10219653129545629,0.06311460051397653,0.20737772053484207,0.20535725945730132,0.09642553702490293,0.021884677329326384,0.20589141447738335,0.05111660599044153,0.006523182777661982,0.05990635260803567,0.5073017846055938,0.6609352752196674,0.9383347933123181,0.30195118011444044
0.0025033245279321038,0.0007614308689259444,0.0038270752062320797,0.00840026817568963,0.21975561152165804,0.22563081926910375,0.1833524190173849,0.002123361229421808,0.3532595664018532,0.000386123781798442,0.0068511465275580136,0.05811005990445836,0.45323599074857857,0.71532312091341,0.8247678429017107,0.2809964757475915
0.05208974402483562,0.00383842524275304,0.06435899945491019,0.0027174845560110775,0.2183395766002536,0.21773712409621426,0.17917022955148054,0.000357365256693148,0.21950700512803226,0.04188404608881607,0.006883148829073027,0.05921594434492628,0.5152327932301461,0.6760651140536987,0.9066679290241781,0.28304208251972723
0.0004691332446122593,0.0009666568646719272,0.015359230308501979,0.00699017833012242,0.20980544599673698,0.21219372587776186,0.19746016879475714,0.0013575905048918981,0.30791530626233515,0.04748256381560841,0.006924880708300298,0.05954716653994924,0.4598141532081228,0.694062967742425,0.8606786482871199,0.2864543657013107
0.027693441848450122,0.024259461579683655,0.035966477991022774,0.0650757038353295,0.213567787567622,0.21148701726556646,0.13473267747220108,0.0225379182816809,0.21203711640622072,0.052642397752222764,0.006985579141721506,0.060372721522128,0.49507012429511593,0.662334670293651,0.9293181619566943,0.30322165816062163
0.1069811001219873,0.00022217897953272716,0.058928739133450356,0.0025145418498437318,0.20017004978253458,0.23067086109661597,0.16840050556956104,0.0003286501812384933,0.2018691399550086,0.029914233330227247,0.007145900350214044,0.0596665073929469,0.5374556444286122,0.6767175319463368,0.913104590376317,0.28334942838667937
0.0006298995374351458,0.0004211378289481571,0.16759410343891706,0.009729976663337381,0.2731365240099427,0.24301715589842834,0.03717456020620757,0.0021326033725430115,0.2648184189524262,0.0013456200918143162,0.007210240692402875,0.05947234596160114,0.46731826235306306,0.6775529753599742,0.8518210771926439,0.2893952884751598
0.020500396296132754,0.02472145543831259,0.13241908983638684,0.05724423921771405,0.23237358735821792,0.25711628432685146,0.014120851676481031,0.003381313556200962,0.25778506981016464,0.00033771248353778977,0.007221722061841589,0.06044185577856235,0.47686481778768547,0.6743576596846006,0.8793183437200442,0.3042301165832183
