dec_Equity_Developed_Markets,dec_Equity_Emerging_Markets,dec_Bond_US,dec_Bond_EU,dec_RealEstate_US,dec_RealEstate_EU,dec_Cash,dec_Private_Debt,dec_Infrastructure,dec_Private_Equity,obj_Risk,obj_Return,obj_Liquidity,obj_ESG,obj_Diversiy,obj_Geopolitical
,,,,,,,,,,-1,1,1,1,1,-1
Equities,Equities,Fixed_Income,Fixed_Income,Real_Assets,Real_Assets,Cash,Fixed_Income,Real_Assets,Private_Equity,,,,,,
0.01499018216513118,0.002148686941996657,0.13912710469087852,0.10154126867480995,0.00022900879696337602,0.014639548089416967,0.7209786499945356,1.2917704541012702e-05,0.0020501946623054084,0.0042824382794212894,0.0002016522354027285,0.02479422143166872,0.9657993335682767,0.7729819118076213,0.500062857528281,0.13949110259487169
0.00995144863442735,5.351112578882388e-06,0.2866558274838839,0.019493093962958674,0.0001047325959682198,0.00012719738698527313,0.6836295275195937,5.1923693507734694e-06,2.1845519310563866e-05,5.78341494260941e-06,0.0002886424176613902,0.02500702072665665,0.9825506748573243,0.7688101926001968,0.5000000732403699,0.1341366193557727
0.009919603028264721,3.1986235966737916e-06,0.28858937663892975,0.018501220980287978,3.659412002716747e-05,0.00011306739385346297,0.6828083076623399,2.6031163692544285e-08,2.851782849621627e-05,8.769304044725383e-08,0.0002904817155899934,0.025024566929799905,0.9826107133163549,0.7686965535413721,0.5000536422550825,0.1341528911436562
9.611631098130981e-05,5.312334447361684e-06,0.28858803606547057,0.018501586618525856,0.009243271018853543,0.00011306880024534377,0.6828218019515379,6.037860909975118e-07,0.0006294394554881716,7.636583589869802e-07,0.00029278524720437887,0.024925779232495796,0.9776168529542894,0.767897317791828,0.5000479635632255,0.13369017526010255
0.009339023236431125,5.021797986481516e-06,0.25719292826144374,0.08051587456114824,3.7846907986611066e-05,0.0026744153384435703,0.6399716307071778,0.0013489024166539177,8.645344008499997e-05,0.008827903332643407,0.0003101711786144687,0.025871154495624007,0.9674383454717922,0.7634936578170392,0.5751457480963951,0.14514292996314263
3.1694275819123084e-06,2.674540479574235e-07,3.2181592350235124e-06,0.34163650848271226,0.00016958385643413824,6.578373343716682e-05,0.6579364232749049,4.763978569055976e-06,0.00016414527057029675,1.6136362507477825e-05,0.00035756650939034465,0.021729564377862064,0.9655503282327195,0.7828604409147951,0.5004489985184023,0.15134377613619657
0.014007119297519278,0.010258629957557072,0.10196321126453317,0.2659417102890218,0.009221610702351928,0.0006410522044624739,0.5669092958435513,0.011630310237333828,0.005552532942121688,0.013874527261547425,0.0004066860448281721,0.027137288680919105,0.9335999572263005,0.7582326618079744,0.6630520837631401,0.1729064156384993
1.9537396657009626e-05,0.052653709523879925,0.22967309404447384,0.2405817944311279,2.3958673746563406e-05,8.495705686140039e-05,0.47240735583531596,0.0028686430481405707,0.0013291660191564927,0.00035778397064043394,0.0005625864239954497,0.029083053024441842,0.9478962572211779,0.7455758642525262,0.7371326834537263,0.1895381056609629
0.11883773088971811,0.004700026674959965,0.2548956033999487,0.016341141660618348,3.2321634336822386e-05,0.00015666525469294217,0.6030881580434859,2.299193842091983e-08,0.0019482519957157562,7.745458519336082e-08,0.000570914992987438,0.031516709703508616,0.9709798257098062,0.7542806671226696,0.6187750603066902,0.16076008226122185
0.03241223286949027,0.0004997321237455668,0.004467005770367688,0.0552953055009993,8.332029803222447e-09,0.107995431622887,0.7109678557109864,0.0014620839474585906,0.08690012669535133,2.1742668422497735e-07,0.0006087596060747692,0.03105152327298088,0.8544851778206517,0.774058977003782,0.5235328862914894,0.16095485417605893
0.006452905919623418,0.050354057736816706,0.2148205352624152,0.2370574725316307,0.00010846333163303265,7.94630320334843e-05,0.43526661836255526,0.05444974054294616,0.0012432111687950746,0.000167532111550989,0.000658840548813867,0.03108859944489282,0.9130046863306935,0.7316736806518132,0.7807281402171773,0.20582981934630235
1.8002610245992805e-05,0.049606385684915134,0.2116308159506226,0.22766956876995653,0.013505699804383898,7.82831412584186e-05,0.42882083484919525,0.05619235175574415,0.0012247515989550783,0.011253305834722914,0.0006992589474360924,0.032395079644036436,0.8957126165392837,0.724273302141698,0.7928474840117931,0.2103558249188236
0.004532052403203059,0.0008001926955197681,0.24702061176831175,0.21133202904825935,0.10396083622629829,0.006565844870785351,0.41489862290452517,0.006109209346265185,0.0032919057589671412,0.0014886949778648633,0.0007223424661870545,0.03111641664733152,0.8911330108490794,0.7340555690312482,0.7902846696463444,0.18371143328779724
0.01057024546599682,0.0018480872847072207,0.11966332931609679,0.08733572296789611,0.00019677286355896683,0.013064194069224313,0.5331041427184385,1.1110527570696915e-05,0.2305230663420292,0.0036833284444813584,0.0008262688522179878,0.035441027253916665,0.7989393522806433,0.7884536374573035,0.7115698039749269,0.1906700472066126
0.009235779809953448,0.001323853123210506,0.3252337641501298,0.06256180136925384,0.14544416648522449,0.0090197464701655,0.44421074978769304,7.958880917961482e-06,0.00032367583038896326,0.002638504093062488,0.0008934254312949071,0.033764721246682526,0.8804752735238374,0.7230293711172812,0.7462848325547042,0.17710852478952985
0.006948169562865724,4.201317480149443e-06,0.2151717668023328,0.06736088391725215,0.09960564171034876,0.002237459161206766,0.5375678528240407,0.0011413800158115446,7.232834734211381e-05,0.06989031634131931,0.0009992934371273925,0.03608969090488882,0.8568372255227459,0.7134382252104917,0.7170265491546951,0.18559749000342599
0.005027437558549648,2.4948038220401378e-05,0.07650117648022456,0.00027801976442635984,8.067946759298982e-05,0.0003898797523543719,0.596531009777558,0.008480605855481079,0.31260652039943976,7.972290615284012e-05,0.001116825682447165,0.03744970155087645,0.7548732639005957,0.8045212709094788,0.6005311657578316,0.1902122307243816
8.144606751215034e-05,2.4155833541863785e-05,0.07407194379323499,0.01598835829214167,0.003188119557780146,0.0003774994376717674,0.5776118406894285,0.011593637815808942,0.3026799543979784,0.014383044114901444,0.0011702653185263095,0.03840839377851061,0.7444548850738713,0.7953645707949288,0.6318394755754446,0.19675235083429454
0.004635496510905499,0.00026491278561473637,0.14542010505331282,0.4017392676751265,0.10228111106358792,0.013559086259112852,0.24583848129684804,0.0008557581068773511,0.08441653406222883,0.0009892471863853717,0.001181457083544456,0.03449972147724782,0.8170414637365188,0.7397703628194473,0.8213636670061247,0.2211243263677926
0.007435056537397667,0.17209456782695293,0.2163068749111168,0.07905102739563745,2.7505304439076164e-05,0.00031417046559598224,0.5117864452043914,1.951212627589442e-08,0.00798505260082308,0.004999280241519285,0.0016664161727731816,0.03876665059756896,0.9268035365926286,0.710898300155478,0.7280847019667537,0.23431339928177147
0.012594792510737703,0.009300014069636512,0.09243527676392486,0.2410908335346631,0.008167758983649584,0.000581994219105978,0.4822321861206621,0.006987438085592559,0.0037693029188473905,0.14284040279318014,0.0017753185282556611,0.03927534266197817,0.8261311720443333,0.6980714005798317,0.7555605173273812,0.22308691952972787
0.022364446834466135,0.015066774709031455,0.23466584387338413,0.01587724080677916,9.509952419357617e-06,0.0001041279447112118,0.5596415094026567,0.000945538798803663,6.003804578697507e-05,0.1512649696319612,0.0019363923863703004,0.04131854368177217,0.8437570778671666,0.6911751677686122,0.6754134001063495,0.2081639203117758
0.004163470678122323,0.0076739357990287214,0.03561388769275473,0.19406517231061976,0.17149341139504476,0.03465804679151785,0.30122392545294624,0.14266325773019556,0.10225968570547801,0.006185206444292168,0.0020971778184784907,0.043767284961877956,0.6689284496251092,0.6928413960208196,0.8986655636562145,0.25744339314404674
0.004690794252595999,0.008406620063542529,0.08244695743712292,0.21873424644172404,0.11021543492741162,0.0007567516767887309,0.43590716538414653,0.0063161987458584,0.0034072096349409466,0.12911862143586816,0.0021917488910940864,0.04216026524261496,0.7816288378558786,0.683183636846917,0.8070877337590514,0.23021146124483471
0.004669316756617695,0.008368129108944395,0.08206946183586111,0.21773273930982,0.10971079724071488,0.0007532867771961278,0.4339112998894554,0.006287279094759385,0.003391609221174945,0.1331060807654559,0.0022683328193820965,0.04251666599271793,0.7785078993035973,0.6814291738335847,0.8085343614340812,0.2316756604156298
